1;86
1;11
1;76
1;46
1;94
1;54
1;87
1;26
1;28
1;62
2;86
2;87
2;24
2;25
2;29
2;94
2;32
2;39
2;43
2;56
3;1
3;87
3;24
3;38
3;53
4;38
4;72
4;73
4;43
4;50
4;21
4;24
4;25
5;68
5;70
5;42
5;50
5;21
5;22
5;24
5;25
6;44
6;71
6;75
6;81
6;83
7;21
7;86
7;39
7;24
7;46
7;11
7;77
7;14
8;24
8;25
8;34
8;87
8;39
9;53
10;7
10;74
10;87
10;24
11;39
11;14
11;86
12;53
12;63
13;38
13;72
13;9
13;54
13;87
14;9
14;10
14;1
15;35
15;72
15;55
16;37
16;72
16;73
16;11
16;45
16;15
16;81
16;87
16;25
16;29
16;31
17;76
17;77
17;16
17;30
18;89
18;61
19;70
19;72
19;24
19;31
20;7
20;72
20;73
20;10
20;11
20;14
20;15
20;80
20;21
20;88
20;25
20;30
20;39
20;42
20;46
20;9
21;1
22;9
22;14
22;47
22;93
23;72
23;14
23;55
23;25
24;1
24;46
24;15
25;61
25;38
25;87
26;72
26;18
26;55
26;25
27;25
27;54
27;87
27;24
27;72
27;59
27;29
27;55
27;95
28;81
28;46
28;76
28;14
28;63
29;24
29;93
30;5
30;39
30;8
30;75
30;87
30;89
31;1
31;7
31;72
31;44
31;11
31;12
31;73
31;24
32;94
33;8
33;42
33;39
33;80
33;84
33;53
33;87
33;25
34;68
35;64
35;70
35;71
35;56
35;89
35;90
36;69
36;11
36;54
36;93
37;50
37;53
37;54
37;87
37;25
38;8
38;24
38;60
39;32
39;1
39;4
39;5
39;10
39;11
39;76
39;14
39;49
39;83
39;69
40;68
40;14
40;22
40;89
41;16
41;51
42;14
42;83
42;46
43;1
43;39
43;72
43;9
43;10
43;11
43;45
43;14
43;73
43;55
43;24
43;38
43;58
44;4
44;39
44;10
44;11
44;34
44;14
44;81
44;87
44;56
44;57
44;94
45;30
45;75
45;5
45;6
45;39
45;8
45;10
45;11
45;46
45;15
45;17
45;14
45;53
45;85
45;24
45;25
45;87
45;62
45;21
46;32
46;94
47;48
47;66
47;39
47;42
47;14
47;15
47;16
47;49
47;21
47;87
47;24
47;25
47;29
48;66
48;71
48;17
48;50
48;25
49;1
49;36
49;39
49;76
49;34
49;14
49;87
49;25
49;29
49;94
50;87
50;71
50;90
51;36
51;6
51;7
51;8
51;10
51;39
51;15
51;21
51;24
51;94
52;88
53;1
53;34
53;68
53;5
53;39
53;72
53;10
53;7
53;15
53;48
53;52
53;54
53;87
53;24
53;25
54;32
54;64
54;3
54;36
54;6
54;7
54;8
54;10
54;11
54;76
54;14
54;48
54;72
54;21
54;87
54;68
54;26
54;59
55;32
55;64
55;39
55;8
55;10
55;13
55;14
55;72
55;21
55;25
55;94
56;51
57;53
57;23
57;93
58;71
59;85
60;82
60;85
61;6
61;40
61;41
61;14
61;8
61;50
61;46
61;56
61;92
62;91
63;1
63;5
63;6
63;7
63;11
63;48
63;22
63;24
63;25
63;26
64;5
64;38
64;14
64;83
64;21
64;86
64;87
64;24
65;11
65;93
65;94
66;5
66;38
66;39
66;9
66;87
66;89
66;90
66;94
67;20
67;87
67;24
67;25
68;1
68;43
68;46
68;81
68;54
68;87
68;25
68;94
69;8
69;11
69;39
70;64
70;1
70;72
70;11
70;14
70;47
70;81
70;55
70;24
70;25
70;87
70;15
71;32
71;10
72;43
73;1
73;2
73;3
73;68
73;37
73;39
73;8
73;10
73;11
73;14
73;15
73;88
73;21
73;24
74;75
74;67
75;8
75;26
76;19
76;10
76;27
77;39
78;32
78;33
78;38
78;70
78;39
78;64
78;77
78;81
78;30
79;32
79;8
80;8
80;11
80;83
80;94
81;32
81;1
81;5
81;7
81;9
81;11
81;66
81;14
81;15
81;21
81;86
81;41
81;24
81;25
81;26
81;27
81;29
81;94
81;37
82;1
82;39
82;11
82;46
82;14
82;24
82;25
83;67
83;39
83;8
83;43
83;50
83;21
83;56
84;64
84;65
84;67
84;68
84;86
85;34
85;43
85;10
85;7
86;81
86;50
87;32
87;1
87;2
87;39
87;8
87;11
87;14
87;16
87;72
87;46
88;73
88;1
88;25
89;1
89;38
89;72
89;75
89;76
89;14
89;25
90;11
90;43
90;20
90;78
91;79
92;64
92;5
93;32
93;6
93;7
93;8
93;73
93;39
93;13
93;18
94;1
94;5
94;81
94;72
94;10
94;76
94;14
94;17
94;21
95;43
95;7
95;8
95;11
95;14
95;15
95;81
95;86
