1;968
1;698
2;933
2;378
3;918
3;237
4;2280
5;1472
6;1348
7;486
8;1187
8;228
8;1895
9;2056
9;565
10;1959
10;1290
10;1493
10;57
10;319
10;543
11;96
11;1955
12;1435
12;1105
12;1411
12;2267
12;283
12;28
12;350
13;388
13;2185
13;651
13;914
13;1242
13;541
13;1787
13;249
13;2171
13;254
14;478
15;430
16;1513
17;1765
18;558
18;147
18;701
18;254
19;629
19;1273
19;1230
20;971
20;412
20;237
20;398
21;1739
21;396
21;532
22;1300
23;65
24;132
24;136
24;237
24;799
24;30
24;1311
25;29
25;350
26;2180
27;3
27;358
27;1446
27;1468
27;1294
27;470
27;151
27;60
27;232
28;169
28;2189
28;1230
28;94
29;2171
30;2212
30;715
30;580
31;531
32;479
32;910
32;463
33;2065
34;352
34;163
34;1801
34;1176
35;1900
35;61
35;319
36;127
37;858
38;856
39;1941
40;251
40;1133
40;351
41;1763
41;401
42;999
42;30
43;388
43;1030
43;414
43;25
43;2300
43;702
43;1919
44;84
44;1366
45;2331
46;98
46;678
46;95
47;809
48;544
48;475
49;909
49;815
49;368
49;1172
49;30
50;260
50;152
51;601
52;931
52;2267
53;963
53;2285
54;651
54;507
55;2212
55;812
55;1653
56;2302
56;1374
57;136
58;586
58;2076
58;874
59;704
59;1189
59;1062
59;1018
60;380
61;98
61;1690
61;2270
62;112
62;1115
62;172
62;1230
62;887
63;1280
63;392
63;618
63;971
63;25
63;347
63;29
64;600
64;976
64;586
65;1366
65;2185
65;1914
66;741
67;136
67;155
67;31
68;748
68;1372
69;1920
70;1246
71;310
72;914
73;1986
73;622
74;960
74;2156
75;251
76;1972
77;1598
78;1796
78;1021
79;1651
80;419
80;435
80;470
81;1313
81;2200
81;670
82;2088
83;1073
83;473
84;513
85;2073
86;137
86;1185
86;231
87;1290
88;1197
89;1425
90;1249
90;237
91;259
92;475
92;2061
93;1933
94;627
95;2213
96;580
96;877
97;1899
98;1524
98;1708
98;972
99;2144
99;887
99;443
100;944
101;904
101;966
101;142
102;1868
103;962
103;1050
103;891
103;126
104;25
104;2038
104;697
105;524
105;2285
106;2301
106;1111
106;152
106;1181
107;1806
107;1427
108;1628
109;17
110;584
110;334
111;2
111;187
111;901
112;1763
112;1786
113;1013
114;168
114;1322
115;2186
116;336
116;585
116;267
116;433
117;689
117;1119
118;1778
118;2238
118;25
118;157
118;1790
118;661
119;1279
120;306
120;468
120;845
120;166
121;1735
122;1899
122;2300
122;1261
123;1116
123;210
123;1468
124;1097
124;2104
125;1142
126;652
126;599
126;665
126;477
127;2097
128;382
129;1267
130;1828
131;233
131;1130
132;1513
132;650
132;690
132;148
133;149
133;557
133;1365
134;715
134;2189
134;51
134;1077
134;133
135;652
136;900
136;1453
137;1681
137;477
137;365
138;2262
138;53
139;2127
139;1796
139;219
139;574
140;2265
140;703
140;2076
141;2257
141;2211
142;641
142;826
142;979
142;345
143;2118
144;2321
145;744
145;2161
145;205
146;559
146;852
146;1077
147;249
147;661
147;2065
148;738
148;1094
148;1799
148;168
148;1641
148;172
148;237
148;400
148;629
148;636
149;422
149;1719
149;2267
150;1186
151;763
152;123
153;2021
154;199
154;472
155;1380
155;367
156;1092
156;215
156;2280
156;222
157;1556
158;1854
159;2076
159;1190
160;1894
160;814
160;848
160;1298
160;1402
161;1332
161;698
162;625
162;1906
163;1258
164;136
164;2267
164;2201
165;1992
165;1857
165;1575
166;1455
166;1983
167;1259
167;885
167;237
168;608
169;1153
169;232
169;619
169;12
169;2303
170;602
171;406
172;600
172;909
172;358
173;530
173;1050
173;2171
173;1117
173;1133
174;165
175;1275
175;491
175;23
176;1314
176;1273
177;1460
177;1438
178;1639
178;252
179;1835
180;17
180;1453
181;1260
181;55
182;586
182;915
182;1429
182;1111
182;122
182;1757
183;1459
184;864
184;155
184;703
185;1485
185;2226
185;57
185;478
186;375
186;1659
186;191
187;314
187;716
187;878
188;227
188;509
189;906
190;2087
191;390
191;1608
191;1225
191;538
191;478
191;1375
191;100
191;366
191;187
191;189
192;1176
192;1723
193;2323
193;530
194;352
194;398
195;489
195;1919
196;1741
197;2027
197;190
198;1479
199;817
200;209
201;1837
201;530
201;1589
201;2303
201;1919
202;2199
202;783
203;852
204;1830
204;121
205;272
205;1019
206;1292
206;373
207;2196
207;1071
208;608
208;1230
208;254
208;223
209;25
209;562
209;308
210;1625
210;457
210;445
211;2239
212;938
212;995
212;1294
213;1187
213;466
213;1781
213;62
214;1386
214;211
214;166
215;3
215;693
215;1366
215;646
216;1461
217;129
217;997
217;937
217;1427
217;2303
217;373
218;1265
219;1513
219;1338
219;381
220;1513
220;142
221;2285
221;477
222;1367
222;715
222;477
222;302
223;1857
223;378
223;237
223;79
224;1660
225;1404
225;478
226;1234
227;1568
227;1658
228;2187
229;470
229;311
230;1543
231;1195
232;1467
233;1757
234;428
234;1753
234;25
234;1919
235;68
235;12
235;145
235;1366
235;1309
235;1822
235;675
235;166
235;1006
235;1007
235;62
236;1055
236;511
237;709
237;358
237;554
237;142
237;629
237;26
238;210
238;446
238;567
239;676
240;1699
240;1733
241;1865
241;1618
241;1366
242;1935
243;1217
243;1207
243;682
244;1844
244;958
245;1000
246;1222
246;30
247;1867
247;44
247;722
247;472
247;122
248;1786
248;878
249;322
250;1768
250;1906
250;510
250;57
250;1310
251;1648
251;472
252;80
252;952
253;1494
253;444
254;64
254;959
255;2104
255;352
255;70
255;401
256;2051
257;2002
258;754
258;659
259;672
260;2047
261;2278
262;695
262;2136
262;1785
262;157
262;350
262;415
263;2095
264;1869
265;1424
265;82
265;350
266;1906
267;1291
268;2310
268;23
269;388
269;1193
269;426
269;210
269;1528
269;319
270;612
271;544
271;902
271;141
271;13
271;147
271;534
271;927
272;357
272;342
273;1836
274;614
275;23
276;168
276;489
276;335
276;278
276;1688
276;1433
276;1199
277;2153
277;2036
278;1762
278;55
278;2300
278;383
279;101
279;204
279;682
279;2103
