1;0
2;0
2;1
3;0
4;0
4;1
4;2
5;0
5;1
5;2
5;3
5;4
6;0
6;1
6;2
7;0
7;1
7;2
7;4
7;6
8;0
8;1
8;2
8;6
9;0
9;1
9;2
9;4
10;0
10;1
10;2
10;4
10;6
10;7
11;0
11;1
11;2
11;3
11;6
12;0
12;1
12;2
12;6
13;0
13;1
13;2
13;4
13;6
13;7
14;0
14;1
14;2
14;3
14;4
14;5
15;0
15;1
15;2
15;4
15;6
15;7
15;13
16;0
16;1
16;2
16;3
16;4
16;5
16;6
16;12
17;0
17;1
17;2
17;3
17;4
17;5
17;9
17;14
18;0
18;1
19;0
19;1
19;2
19;3
19;4
19;5
19;6
19;7
19;9
19;13
19;14
19;15
19;17
20;0
20;1
20;2
20;3
20;4
20;5
20;6
20;7
20;9
20;11
20;13
20;14
20;15
20;17
20;19
21;0
21;1
21;2
21;4
21;6
21;7
21;13
22;0
22;1
22;2
22;12
22;6
23;0
23;1
23;2
23;4
23;6
23;9
23;12
24;0
24;1
24;2
24;4
24;6
24;7
24;12
24;13
24;15
25;0
25;1
25;2
25;4
25;6
25;7
25;12
25;13
25;15
25;24
26;0
26;1
26;2
26;6
26;8
26;18
27;0
27;1
27;2
27;4
27;6
27;7
27;12
27;13
27;21
28;0
28;1
28;2
28;4
28;6
28;7
28;13
28;15
29;0
29;1
29;2
29;3
29;4
29;5
29;9
30;0
30;1
30;2
30;4
30;6
30;7
30;9
30;12
30;13
30;21
30;27
31;0
31;1
31;2
31;4
31;6
31;7
31;12
31;13
31;15
31;24
31;28
32;0
32;1
32;2
32;3
32;4
32;5
32;14
33;0
33;1
33;2
33;6
33;8
33;12
33;18
33;26
34;0
34;1
34;2
34;3
34;4
34;6
34;7
34;12
34;13
34;15
34;24
35;0
35;1
35;2
35;4
35;6
35;7
35;8
35;9
35;12
35;13
35;21
35;27
35;30
36;0
36;1
36;2
36;4
36;6
36;7
36;12
36;13
36;15
36;21
36;24
36;25
36;27
37;0
37;1
37;2
37;4
37;6
37;7
38;0
38;1
38;2
38;4
38;6
38;7
38;13
38;15
38;28
39;0
39;1
39;2
39;3
39;4
39;5
39;6
39;7
39;9
39;13
39;14
39;15
39;17
39;28
40;0
40;1
40;2
40;3
40;4
40;6
40;7
40;10
40;11
41;0
41;1
41;2
41;4
41;6
41;7
41;13
41;21
